Exon	GeneName	AlternativeSplicedExon	PanExpressionScore	RepresentativeExon	Location	Tier	Expression_High_in_Normal	Expression_High_In_Tumor
LAMA1_chr18_6956636_6956765_-	LAMA1	Gene	0.1875	false	MATRISOME	Tier1	Testis,	EPD,
IL6ST_chr5_55969550_55969851_-	IL6ST	Gene	1.875	false	MATRISOME_SURFACEOME	Tier2		EPD,HGG,RHB,LGG,EWS,RB,ST,DSRCT,BT,MEL,MB,
MMP9_chr20_46013256_46013534_+	MMP9	Gene	0.25	false	MATRISOME	Tier2	,Spleen,Blood,	,OS,
FGFR2_chr10_121593709_121593829_-	FGFR2	Gene	1.0	false	MATRISOME_SURFACEOME	Not Prioritized	Brain,	EPD,HGG,WLM,BT,CPC,
AMPH_chr7_38428750_38429285_-	AMPH	Gene	0.125	false	SURFACEOME	Tier2		RB,
ENPP1_chr6_131864506_131864571_+	ENPP1	Gene	0.1875	false	MATRISOME_SURFACEOME	Tier2		EWS,
FRAS1_chr4_78255242_78255375_+	FRAS1	Gene	0.1875	false	MATRISOME_SURFACEOME	Tier1		DSRCT,
COL13A1_chr10_69957004_69957042_+	COL13A1	Gene	0.25	false	MATRISOME	Tier2		WLM,
GPC2_chr7_100171779_100171959_-	GPC2	Gene	0.25	false	MATRISOME	Tier2	Testis,	NBL,
ATRN_chr20_3565348_3565432_+	ATRN	Gene	1.875	false	MATRISOME_SURFACEOME	Not Prioritized	Adrenal_Gland,	EWS,ST,OS,HGG,RHB,LGG,RB,DSRCT,ACT,BT,MEL,MB,CPC,EPD,
NAV2_chr11_20083007_20083179_+	NAV2	Gene	0.8125	false	MATRISOME	Tier2		BT,MEL,EPD,HGG,LGG,
DBH_chr9_133642207_133642464_+	DBH	Gene	0.1875	false	SURFACEOME	Tier2		,NBL,
SEMA7A_chr15_74411556_74411708_-	SEMA7A	Gene	0.375	false	MATRISOME	Not Prioritized	Nerve,Testis,Spleen,	ACT,LGG,
LAMA3_chr18_23814403_23814502_+	LAMA3	Gene	0.125	false	MATRISOME	Tier2		RB,
COL9A1_chr6_70263244_70263297_-	COL9A1	Gene	0.625	false	MATRISOME	Tier1		CPC,RB,LGG,
RELN_chr7_103478389_103478524_-	RELN	Gene	0.1875	false	MATRISOME	Tier2		,MB,
COL20A1_chr20_63319086_63319200_+	COL20A1	Gene	0.5	false	MATRISOME	Tier1		HGG,DSRCT,LGG,
COL11A2_chr6_33168519_33168572_-	COL11A2	Gene	0.25	false	MATRISOME_SURFACEOME	Tier2	Testis,Pituitary,	OS,
LRP2_chr2_169307281_169307397_-	LRP2	Gene	0.125	false	MATRISOME_SURFACEOME	Tier2		RB,
SLC11A2_chr12_51008476_51008624_-	SLC11A2	Gene	1.5	false	SURFACEOME	Not Prioritized		EWS,RB,ST,DSRCT,BT,MEL,MB,HGG,LGG,
NCAM1_chr11_112961402_112961664_+	NCAM1	Gene	1.1875	false	SURFACEOME	Not Prioritized		EPD,HGG,NBL,RHB,LGG,RB,MB,
SYT4_chr18_43273580_43274394_-	SYT4	Gene	0.375	true	SURFACEOME	Tier2		RB,MB,
PDGFC_chr4_156970786_156970965_-	PDGFC	Gene	0.9375	false	MATRISOME	Tier2		DSRCT,BT,OS,WLM,
NCAM1_chr11_113207833_113208002_+	NCAM1	Gene	1.875	false	SURFACEOME	Not Prioritized	Heart,Brain,Uterus,Bladder,	DSRCT,BT,OS,WLM,RB,MB,EPD,HGG,NBL,RHB,LGG,
LAMA1_chr18_6959341_6959492_-	LAMA1	Gene	0.1875	false	MATRISOME	Tier1	Testis,	EPD,
SORL1_chr11_121514152_121514321_+	SORL1	Gene	0.6875	false	SURFACEOME	Tier2		RB,BT,DSRCT,
CDH2_chr18_28009804_28009872_-	CDH2	Gene	1.5625	false	SURFACEOME	Tier2	Heart,Testis,Adrenal_Gland,	DSRCT,BT,OS,EPD,NBL,LGG,RB,MB,HGG,WLM,
FRAS1_chr4_78418949_78419063_+	FRAS1	Gene	0.1875	false	MATRISOME_SURFACEOME	Tier1		DSRCT,
CP_chr3_149177785_149177979_-	CP	Gene	0.5625	false	SURFACEOME	Tier2	Spleen,Salivary_Gland,Blood_Vessel,Liver,	DSRCT,CPC,EPD,
CDH8_chr16_62021152_62021602_-	CDH8	Gene	0.125	false	MATRISOME_SURFACEOME	Tier1		EWS,
FBN1_chr15_48510044_48510169_-	FBN1	Gene	1.0625	false	MATRISOME	Tier2		EWS,DSRCT,BT,MEL,RHB,ST,
CXADR_chr21_17547027_17547193_+	CXADR	Gene	0.6875	true	SURFACEOME	Tier2		RB,BT,DSRCT,MB,
LAMA2_chr6_129260711_129260822_+	LAMA2	Gene	0.3125	false	MATRISOME	Not Prioritized		MB,
COL26A1_chr7_101545338_101545490_+	COL26A1	Gene	0.1875	true	MATRISOME_SURFACEOME	Tier1		WLM,
COL2A1_chr12_47998032_47998064_-	COL2A1	Gene	0.375	false	MATRISOME	Tier2		,WLM,
ADAM19_chr5_157564373_157564443_-	ADAM19	Gene	0.25	false	MATRISOME_SURFACEOME	Tier2		RB,
COL13A1_chr10_69945671_69945724_+	COL13A1	Gene	0.25	false	MATRISOME	Tier2		WLM,
MAN2A1_chr5_109774788_109774965_+	MAN2A1	Gene	0.875	false	SURFACEOME	Tier2		ST,DSRCT,BT,MEL,EWS,
HSPG2_chr1_21884528_21884674_-	HSPG2	Gene	1.3125	false	MATRISOME	Not Prioritized	Nerve,Uterus,Bladder,Blood_Vessel,	EWS,ACT,BT,OS,RHB,ST,MEL,
COL12A1_chr6_75202720_75202827_-	COL12A1	Gene	0.4375	false	MATRISOME	Not Prioritized		OS,RHB,
COL9A1_chr6_70239254_70239286_-	COL9A1	Gene	0.5625	false	MATRISOME	Tier1		RB,CPC,LGG,
COL20A1_chr20_63305417_63305560_+	COL20A1	Gene	0.5	false	MATRISOME	Tier1		HGG,DSRCT,LGG,
PROM1_chr4_15998385_15998488_-	PROM1	Gene	0.5	false	MATRISOME_SURFACEOME	Tier2	,Salivary_Gland,	CPC,RB,
FGFR2_chr10_121517334_121517463_-	FGFR2	Gene	0.75	false	MATRISOME_SURFACEOME	Not Prioritized	Brain,Uterus,	BT,EPD,WLM,CPC,
COL14A1_chr8_120212448_120212577_+	COL14A1	Gene	0.625	false	MATRISOME_SURFACEOME	Not Prioritized	Ovary,Uterus,Vagina,Blood_Vessel,	ST,RHB,DSRCT,
NCAN_chr19_19248700_19248882_+	NCAN	Gene	0.5625	false	MATRISOME	Not Prioritized	Brain,	EPD,HGG,LGG,
ABCA1_chr9_104825591_104825887_-	ABCA1	Gene	0.75	false	SURFACEOME	Tier2		ST,DSRCT,BT,MEL,
TFRC_chr3_196057962_196058365_-	TFRC	Gene	0.625	false	MATRISOME_SURFACEOME	Tier2		RB,DSRCT,
ENPP1_chr6_131868037_131868126_+	ENPP1	Gene	0.1875	false	MATRISOME_SURFACEOME	Tier2		EWS,
ABCG1_chr21_42287889_42288073_+	ABCG1	Gene	0.75	false	SURFACEOME	Not Prioritized	Spleen,Lung,Adrenal_Gland,	RB,CPC,LGG,
PTPN11_chr12_112450318_112450512_+	PTPN11	Gene	2.375	false	SURFACEOME	Tier2	Brain,Bladder,Muscle,	ST,ACT,CPC,RHB,EWS,RB,DSRCT,BT,MEL,MB,EPD,HGG,LGG,
COL2A1_chr12_47982502_47982609_-	COL2A1	Gene	0.4375	false	MATRISOME	Tier2		CPC,WLM,
SEMA7A_chr15_74418801_74418952_-	SEMA7A	Gene	0.1875	false	MATRISOME	Not Prioritized	Spleen,	ACT,
SEMA7A_chr15_74414838_74414876_-	SEMA7A	Gene	0.4375	false	MATRISOME	Not Prioritized	Nerve,Brain,Testis,Spleen,	ACT,LGG,
COL2A1_chr12_47985912_47985965_-	COL2A1	Gene	0.3125	false	MATRISOME	Tier2		,WLM,
COL26A1_chr7_101539893_101540049_+	COL26A1	Gene	0.1875	false	MATRISOME_SURFACEOME	Tier1		WLM,
BCAN_chr1_156647983_156648110_+	BCAN	Gene	0.5625	false	MATRISOME	Not Prioritized	,Brain,	,EPD,HGG,LGG,
LAMA5_chr20_62362400_62362552_-	LAMA5	Gene	0.75	false	MATRISOME	Not Prioritized		BT,CPC,
VCAM1_chr1_100720476_100720751_+	VCAM1	Gene	0.25	false	MATRISOME_SURFACEOME	Not Prioritized	Spleen,	ACT,
ASPN_chr9_92466358_92466571_-	ASPN	Gene	0.625	false	MATRISOME	Tier2	Uterus,Blood_Vessel,	EWS,ST,RHB,
SORL1_chr11_121614871_121615055_+	SORL1	Gene	0.9375	false	SURFACEOME	Tier2	,Blood,	RB,HGG,LGG,DSRCT,BT,
RELN_chr7_103652551_103652759_-	RELN	Gene	0.1875	false	MATRISOME	Tier2		,MB,
COL2A1_chr12_47976812_47976919_-	COL2A1	Gene	0.375	false	MATRISOME	Tier2		CPC,WLM,
ITGA4_chr2_181498719_181498782_+	ITGA4	Gene	0.5	false	MATRISOME_SURFACEOME	Tier2		OS,
KDR_chr4_55113304_55113481_-	KDR	Gene	0.3125	false	MATRISOME_SURFACEOME	Tier2		,DSRCT,
SMOC1_chr14_69952137_69952303_+	SMOC1	Gene	0.8125	true	MATRISOME	Tier2	Testis,	,DSRCT,EPD,HGG,LGG,
FGFR2_chr10_121479218_121480021_-	FGFR2	Gene	0.625	false	MATRISOME_SURFACEOME	Not Prioritized	Brain,Uterus,Skin,	BT,EPD,WLM,CPC,
COL20A1_chr20_63311916_63312055_+	COL20A1	Gene	0.5	false	MATRISOME	Tier1		HGG,DSRCT,LGG,
SCNN1G_chr16_23186228_23186588_+	SCNN1G	Gene	0.1875	false	SURFACEOME	Tier2		,EWS,
ADAM17_chr2_9497114_9497248_-	ADAM17	Gene	1.8125	false	MATRISOME_SURFACEOME	Tier2	Testis,	EWS,ST,HGG,RHB,LGG,RB,DSRCT,BT,MEL,MB,CPC,EPD,NBL,
MMP9_chr20_46013655_46013796_+	MMP9	Gene	0.3125	false	MATRISOME	Tier2	,Spleen,Blood,	,OS,
TF_chr3_133755363_133755811_+	TF	Gene	0.3125	false	MATRISOME	Not Prioritized	Brain,Liver,	RB,LGG,
DPP4_chr2_162022755_162022799_-	DPP4	Gene	0.25	false	MATRISOME_SURFACEOME	Tier2	Small_Intestine,	,RB,
SCNN1G_chr16_23212034_23212151_+	SCNN1G	Gene	0.1875	false	SURFACEOME	Tier2	Kidney,	,EWS,
COL2A1_chr12_47979511_47979564_-	COL2A1	Gene	0.375	false	MATRISOME	Tier2		CPC,WLM,
NCAN_chr19_19224021_19224195_+	NCAN	Gene	0.5	false	MATRISOME	Not Prioritized		EPD,HGG,LGG,
L1CAM_chrX_153868561_153868727_-	L1CAM	Gene	0.5	false	SURFACEOME	Not Prioritized	Nerve,	RB,MB,NBL,
THSD4_chr15_71256613_71256715_+	THSD4	Gene	0.1875	false	MATRISOME_SURFACEOME	Tier2		,DSRCT,
FGFR2_chr10_121517319_121517463_-	FGFR2	Gene	0.6875	false	MATRISOME_SURFACEOME	Not Prioritized	Brain,Uterus,	BT,EPD,CPC,
BCAN_chr1_156658544_156658732_+	BCAN	Gene	0.5625	false	MATRISOME	Not Prioritized	,Brain,	,EPD,HGG,LGG,
ATRN_chr20_3560662_3560905_+	ATRN	Gene	1.3125	false	MATRISOME_SURFACEOME	Not Prioritized		EWS,RB,ST,DSRCT,BT,MEL,MB,
L1CAM_chrX_153867998_153868122_-	L1CAM	Gene	0.5	false	SURFACEOME	Not Prioritized	Nerve,Brain,Colon,	RB,MB,NBL,
MERTK_chr2_111898608_111898796_+	MERTK	Gene	0.125	false	SURFACEOME	Not Prioritized		DSRCT,
ENPP2_chr8_119626619_119626720_-	ENPP2	Gene	0.8125	false	SURFACEOME	Not Prioritized	Brain,Uterus,Fallopian_Tube,Adipose_Tissue,Breast,	ST,OS,MEL,NBL,
GNAQ_chr9_77794463_77794592_-	GNAQ	Gene	2.1875	false	SURFACEOME	Tier2	Bladder,	RB,DSRCT,ACT,EPD,HGG,NBL,RHB,EWS,ST,BT,MEL,MB,LGG,
NAV2_chr11_20093099_20093199_+	NAV2	Gene	0.875	false	MATRISOME	Tier2	Blood_Vessel,Thyroid,	BT,MEL,EPD,HGG,LGG,
HMCN1_chr1_186119191_186119298_+	HMCN1	Gene	0.5	false	MATRISOME	Tier2		MEL,WLM,EWS,
CXADR_chr21_17558976_17559131_+	CXADR	Gene	1.1875	false	SURFACEOME	Tier2		CPC,RB,DSRCT,BT,MB,
FGFR2_chr10_121593709_121593967_-	FGFR2	Gene	0.6875	false	MATRISOME_SURFACEOME	Not Prioritized	Brain,	EPD,BT,CPC,
PMEL_chr12_55956113_55956219_-	PMEL	Gene	0.1875	false	SURFACEOME	Tier2	Skin,	,MEL,
HMCN1_chr1_186130507_186130697_+	HMCN1	Gene	0.3125	false	MATRISOME	Tier2		,EWS,
FBN2_chr5_128301382_128301510_-	FBN2	Gene	0.1875	false	MATRISOME_SURFACEOME	Tier2		ACT,
PAPPA_chr9_116377576_116377647_+	PAPPA	Gene	0.3125	false	MATRISOME	Tier2		,EWS,
NPTXR_chr22_38822609_38822833_-	NPTXR	Gene	0.375	false	SURFACEOME	Not Prioritized	Brain,	,EWS,
ATRN_chr20_3584647_3584880_+	ATRN	Gene	1.375	false	MATRISOME_SURFACEOME	Not Prioritized	Testis,Adrenal_Gland,	EWS,ST,DSRCT,BT,CPC,LGG,
MMP9_chr20_46013256_46013532_+	MMP9	Gene	0.25	false	MATRISOME	Tier2	,Spleen,Blood,	,OS,
MERTK_chr2_111994251_111994404_+	MERTK	Gene	0.6875	false	SURFACEOME	Not Prioritized	Adrenal_Gland,	BT,DSRCT,
ITIH2_chr10_7703316_7703518_+	ITIH2	Gene	0.1875	false	MATRISOME	Tier2		,DSRCT,
CD109_chr6_73787234_73787452_+	CD109	Gene	0.25	false	MATRISOME	Tier2		MEL,
TREM2_chr6_41158873_41159066_-	TREM2	Gene	0.4375	false	SURFACEOME	Tier1		HGG,LGG,
PTPRG_chr3_61989625_61989804_+	PTPRG	Gene	0.9375	false	SURFACEOME	Tier2		EWS,ST,DSRCT,BT,MB,
PTPRZ1_chr7_122061080_122061957_+	PTPRZ1	Gene	0.8125	false	MATRISOME_SURFACEOME	Not Prioritized	,Brain,	MEL,EPD,HGG,LGG,
QSOX2_chr9_136226774_136226874_-	QSOX2	Gene	0.875	false	SURFACEOME	Tier2		RB,ACT,MB,
ABCA1_chr9_104825683_104825887_-	ABCA1	Gene	1.0	false	SURFACEOME	Tier2		ST,BT,MEL,HGG,DSRCT,
MMP9_chr20_46014121_46014271_+	MMP9	Gene	0.3125	false	MATRISOME	Tier2	,Spleen,Blood,	,OS,
SORL1_chr11_121549960_121550088_+	SORL1	Gene	0.875	false	SURFACEOME	Tier2	Blood,	RB,LGG,DSRCT,BT,
THBS3_chr1_155206193_155206406_-	THBS3	Gene	0.75	false	MATRISOME	Not Prioritized	Uterus,Fallopian_Tube,	CPC,
FBN1_chr15_48463082_48463240_-	FBN1	Gene	1.1875	false	MATRISOME	Tier2	Ovary,Adipose_Tissue,Blood_Vessel,	EWS,DSRCT,BT,OS,MEL,RHB,ST,
CDH2_chr18_28011846_28011992_-	CDH2	Gene	1.625	false	SURFACEOME	Tier2	Heart,Adrenal_Gland,	DSRCT,EPD,NBL,LGG,RB,BT,MB,HGG,WLM,
COL9A1_chr6_70252120_70252173_-	COL9A1	Gene	0.625	false	MATRISOME	Tier1		CPC,RB,LGG,
RELN_chr7_103491953_103492026_-	RELN	Gene	0.3125	false	MATRISOME	Tier2	Nerve,	EPD,MB,
FGF8_chr10_101770324_101770619_-	FGF8	Gene	0.125	false	MATRISOME	Tier1		WLM,
ABCA1_chr9_104840279_104840519_-	ABCA1	Gene	1.125	false	SURFACEOME	Tier2		EWS,RB,ST,BT,MEL,MB,DSRCT,
MMP9_chr20_46014371_46014474_+	MMP9	Gene	0.4375	false	MATRISOME	Tier2	Lung,Spleen,Blood,	NBL,OS,
LAMA3_chr18_23750918_23751088_+	LAMA3	Gene	0.1875	false	MATRISOME	Tier2		RB,
MMP9_chr20_46014121_46014272_+	MMP9	Gene	0.3125	false	MATRISOME	Tier2	,Spleen,Blood,	,OS,
DLK1_chr14_100732040_100732179_+	DLK1	Gene	0.5625	false	MATRISOME_SURFACEOME	Tier2	,Testis,Ovary,Pituitary,Adrenal_Gland,	NBL,ACT,RHB,
COL12A1_chr6_75152131_75152189_-	COL12A1	Gene	0.875	false	MATRISOME	Not Prioritized	Nerve,Ovary,Uterus,	EWS,ST,DSRCT,MEL,RHB,OS,
LAMA2_chr6_129287847_129288058_+	LAMA2	Gene	0.3125	false	MATRISOME	Not Prioritized		MB,
THSD4_chr15_71737732_71738007_+	THSD4	Gene	0.125	false	MATRISOME_SURFACEOME	Tier2		DSRCT,
CDH15_chr16_89183548_89183692_+	CDH15	Gene	0.3125	false	SURFACEOME	Tier2	Muscle,	OS,RHB,
COL2A1_chr12_47984995_47985093_-	COL2A1	Gene	0.4375	false	MATRISOME	Tier2		CPC,WLM,
LAMC1_chr1_183125188_183125550_+	LAMC1	Gene	0.875	false	MATRISOME	Not Prioritized	Fallopian_Tube,Adipose_Tissue,Bladder,Breast,Blood_Vessel,	ST,DSRCT,WLM,
VCAM1_chr1_100720476_100720565_+	VCAM1	Gene	0.5625	false	MATRISOME_SURFACEOME	Not Prioritized	Spleen,Adrenal_Gland,Kidney,	DSRCT,ACT,
PROM1_chr4_16013275_16013338_-	PROM1	Gene	0.4375	false	MATRISOME_SURFACEOME	Tier2	,Salivary_Gland,	CPC,RB,
COL11A1_chr1_102889455_102889562_-	COL11A1	Gene	0.9375	false	MATRISOME_SURFACEOME	Tier1		ACT,HGG,LGG,OS,CPC,
PTPRG_chr3_62132602_62132668_+	PTPRG	Gene	1.1875	false	SURFACEOME	Tier2		EWS,ST,DSRCT,BT,MB,EPD,WLM,
ENPP3_chr6_131674162_131674208_+	ENPP3	Gene	0.3125	false	MATRISOME_SURFACEOME	Tier1		ACT,EWS,
MAN2A1_chr5_109817273_109817438_+	MAN2A1	Gene	0.9375	false	SURFACEOME	Tier2		EWS,ST,DSRCT,BT,
KITLG_chr12_88518697_88518867_-	KITLG	Gene	0.375	false	SURFACEOME	Tier1		MB,
CP_chr3_149199712_149199821_-	CP	Gene	0.6875	false	SURFACEOME	Tier2	Salivary_Gland,Liver,	RB,DSRCT,CPC,EPD,
CRIM1_chr2_36441258_36441500_+	CRIM1	Gene	0.8125	false	SURFACEOME	Not Prioritized	Lung,Adipose_Tissue,Breast,Blood_Vessel,	ST,DSRCT,BT,
TGFB3_chr14_75980542_75980993_-	TGFB3	Gene	0.5625	false	MATRISOME_SURFACEOME	Tier2		DSRCT,MB,
PCSK6_chr15_101384322_101384425_-	PCSK6	Gene	0.375	false	MATRISOME	Tier2	Spleen,Liver,	ACT,CPC,
THBS2_chr6_169237170_169237412_-	THBS2	Gene	0.625	false	MATRISOME	Not Prioritized	Blood_Vessel,	DSRCT,OS,MEL,
LRP8_chr1_53257240_53257388_-	LRP8	Gene	0.4375	false	SURFACEOME	Tier2	Thyroid,Testis,	,MB,
SORL1_chr11_121605113_121605239_+	SORL1	Gene	0.6875	false	SURFACEOME	Tier2	Blood,	RB,DSRCT,LGG,BT,
CHRNA7_chr15_32158412_32158606_+	CHRNA7	Gene	0.375	false	SURFACEOME	Tier1		DSRCT,NBL,
CDH3_chr16_68645637_68645750_+	CDH3	Gene	0.1875	false	SURFACEOME	Not Prioritized	Ovary,Fallopian_Tube,	CPC,
RELN_chr7_103753182_103753214_-	RELN	Gene	0.1875	false	MATRISOME	Tier2		,MB,
COL11A1_chr1_102939035_102939088_-	COL11A1	Gene	1.0	false	MATRISOME_SURFACEOME	Tier1		ACT,MEL,HGG,LGG,OS,CPC,
AMPH_chr7_38475331_38475416_-	AMPH	Gene	0.25	false	SURFACEOME	Tier2		RB,
ITGA6_chr2_172474055_172474265_+	ITGA6	Gene	0.9375	false	MATRISOME_SURFACEOME	Tier2	Nerve,Salivary_Gland,	ST,MEL,DSRCT,BT,
LRP2_chr2_169257124_169257249_-	LRP2	Gene	0.125	false	MATRISOME_SURFACEOME	Tier2		RB,
GPC2_chr7_100171539_100171678_-	GPC2	Gene	0.125	true	MATRISOME	Tier2	Testis,	NBL,
CD109_chr6_73697400_73697572_+	CD109	Gene	0.125	false	MATRISOME	Tier2		MEL,
PDPN_chr1_13584093_13584188_+	PDPN	Gene	0.5625	false	SURFACEOME	Not Prioritized	Fallopian_Tube,Cervix_Uteri,	BT,CPC,HGG,LGG,
LAMA3_chr18_23839785_23839929_+	LAMA3	Gene	0.125	false	MATRISOME	Tier2		RB,
INSR_chr19_7141677_7141816_-	INSR	Gene	1.125	false	SURFACEOME	Tier2	Ovary,Pancreas,	EWS,ST,ACT,BT,MB,RB,
LRP8_chr1_53275631_53275753_-	LRP8	Gene	0.4375	false	SURFACEOME	Tier2		,MB,
COL11A2_chr6_33166171_33166206_-	COL11A2	Gene	0.3125	false	MATRISOME_SURFACEOME	Tier2	Testis,Pituitary,	OS,
ABCA1_chr9_104837428_104837567_-	ABCA1	Gene	1.3125	false	SURFACEOME	Tier2		EWS,RB,ST,MB,HGG,DSRCT,BT,MEL,
NCAN_chr19_19249766_19249929_+	NCAN	Gene	0.625	false	MATRISOME	Not Prioritized	Brain,	,EPD,HGG,LGG,
KLK6_chr19_50963302_50963549_-	KLK6	Gene	0.375	true	SURFACEOME	Tier2		,DSRCT,WLM,
LYN_chr8_55953832_55953984_+	LYN	Gene	0.5	false	SURFACEOME	Tier2	Spleen,Lung,Blood,	CPC,
ADAM10_chr15_58665097_58665197_-	ADAM10	Gene	2.0625	false	MATRISOME_SURFACEOME	Tier2		ST,OS,HGG,RHB,LGG,RB,DSRCT,ACT,BT,MB,CPC,EPD,WLM,EWS,MEL,
ASPN_chr9_92464919_92465029_-	ASPN	Gene	0.9375	false	MATRISOME	Tier2	Uterus,Blood_Vessel,	EWS,ST,DSRCT,OS,RHB,
ITIH2_chr10_7721649_7721697_+	ITIH2	Gene	0.1875	false	MATRISOME	Tier2	,Liver,	,DSRCT,
LAMA1_chr18_6947163_6947296_-	LAMA1	Gene	0.25	false	MATRISOME	Tier1	,Testis,	EPD,
FREM2_chr13_38856126_38856256_+	FREM2	Gene	0.1875	false	MATRISOME_SURFACEOME	Tier2		BT,
LAMA3_chr18_23864785_23864883_+	LAMA3	Gene	0.125	false	MATRISOME	Tier2		RB,
DBH_chr9_133647846_133648012_+	DBH	Gene	0.1875	false	SURFACEOME	Tier2		,NBL,
BCAN_chr1_156646047_156646145_+	BCAN	Gene	0.625	false	MATRISOME	Not Prioritized	,Brain,	,EPD,HGG,LGG,
DBH_chr9_133656523_133656650_+	DBH	Gene	0.1875	true	SURFACEOME	Tier2	,Liver,	,NBL,
NAV2_chr11_20080064_20080209_+	NAV2	Gene	0.8125	false	MATRISOME	Tier2		BT,MEL,EPD,HGG,LGG,
MERTK_chr2_111975289_111975472_+	MERTK	Gene	0.8125	false	SURFACEOME	Not Prioritized	Testis,Adrenal_Gland,	BT,LGG,DSRCT,
NRG1_chr8_32548662_32548826_+	NRG1	Gene	0.125	false	MATRISOME_SURFACEOME	Tier1		DSRCT,
PROM1_chr4_16016166_16016240_-	PROM1	Gene	0.4375	false	MATRISOME_SURFACEOME	Tier2	,Salivary_Gland,	CPC,RB,
OLFML2B_chr1_161983553_161984276_-	OLFML2B	Gene	0.4375	false	SURFACEOME	Tier2	Testis,Blood_Vessel,	RHB,OS,
THBS2_chr6_169240452_169240592_-	THBS2	Gene	0.75	false	MATRISOME	Not Prioritized	Uterus,Skin,Cervix_Uteri,Blood_Vessel,	ST,DSRCT,OS,MEL,
IL2RB_chr22_37144085_37144205_-	IL2RB	Gene	0.125	false	SURFACEOME	Tier2	Blood,	DSRCT,
LAMA3_chr18_23753721_23753812_+	LAMA3	Gene	0.1875	false	MATRISOME	Tier2		RB,
PXDN_chr2_1680253_1680362_-	PXDN	Gene	1.9375	false	MATRISOME_SURFACEOME	Not Prioritized	Bladder,	ST,BT,MEL,MB,HGG,NBL,LGG,EWS,DSRCT,CPC,WLM,RHB,
NCAN_chr19_19216947_19217026_+	NCAN	Gene	0.3125	false	MATRISOME	Not Prioritized		HGG,LGG,
PTPRZ1_chr7_122053910_122054038_+	PTPRZ1	Gene	1.25	false	MATRISOME_SURFACEOME	Not Prioritized	,Brain,	,BT,MEL,MB,EPD,HGG,LGG,
L1CAM_chrX_153868841_153868952_-	L1CAM	Gene	0.5	false	SURFACEOME	Not Prioritized	Nerve,Brain,	RB,MB,NBL,
CDH8_chr16_61713841_61713958_-	CDH8	Gene	0.125	true	MATRISOME_SURFACEOME	Tier1		EWS,
SEMA6D_chr15_47759723_47759907_+	SEMA6D	Gene	0.5	false	MATRISOME_SURFACEOME	Tier1		MB,RB,
AGRN_chr1_1053461_1054551_+	AGRN	Gene	0.6875	false	MATRISOME_SURFACEOME	Tier2	Kidney,Thyroid,	CPC,HGG,
THBS2_chr6_169248775_169248973_-	THBS2	Gene	0.9375	false	MATRISOME	Not Prioritized	Cervix_Uteri,Blood_Vessel,	ST,OS,MEL,RHB,DSRCT,
TGFB3_chr14_75980542_75981191_-	TGFB3	Gene	0.5	false	MATRISOME_SURFACEOME	Tier2		DSRCT,
ABCA1_chr9_104798421_104798598_-	ABCA1	Gene	1.125	false	SURFACEOME	Tier2	Adrenal_Gland,	EWS,RB,ST,BT,MEL,HGG,DSRCT,
DAG1_chr3_49510419_49510741_+	DAG1	Gene	1.25	false	MATRISOME_SURFACEOME	Tier2	Muscle,	DSRCT,BT,EPD,HGG,RHB,LGG,
ENPP1_chr6_131861610_131861704_+	ENPP1	Gene	0.25	false	MATRISOME_SURFACEOME	Tier2		EWS,
SORL1_chr11_121558591_121558773_+	SORL1	Gene	0.875	false	SURFACEOME	Tier2	Blood,	RB,LGG,DSRCT,BT,
SEMA4D_chr9_89402896_89403016_-	SEMA4D	Gene	0.6875	false	SURFACEOME	Not Prioritized	Brain,Muscle,Blood,	BT,
AQP2_chr12_49950754_49951190_+	AQP2	Gene	0.125	false	SURFACEOME	Not Prioritized	,Kidney,	ACT,
THSD7A_chr7_11382521_11382616_-	THSD7A	Gene	0.25	false	SURFACEOME	Tier2		RB,MB,
LIFR_chr5_38523419_38523582_-	LIFR	Gene	1.0	false	MATRISOME_SURFACEOME	Tier2		ST,BT,MB,EWS,
RELN_chr7_103561532_103561709_-	RELN	Gene	0.1875	false	MATRISOME	Tier2		,MB,
COL11A2_chr6_33171713_33171820_-	COL11A2	Gene	0.3125	false	MATRISOME_SURFACEOME	Tier2	Testis,Pituitary,	OS,
FAM20B_chr1_179050279_179050365_+	FAM20B	Gene	1.625	false	SURFACEOME	Tier2	Bladder,	EWS,ST,ACT,BT,MEL,MB,WLM,RHB,RB,
COL11A2_chr6_33167070_33167123_-	COL11A2	Gene	0.375	false	MATRISOME_SURFACEOME	Tier2	Testis,Pituitary,	OS,
CP_chr3_149178415_149178631_-	CP	Gene	0.5625	false	SURFACEOME	Tier2	Spleen,Salivary_Gland,Blood_Vessel,Liver,	DSRCT,CPC,EPD,
COL11A2_chr6_33166720_33166824_-	COL11A2	Gene	0.4375	false	MATRISOME_SURFACEOME	Tier2	Testis,Pituitary,	OS,
GRIN1_chr9_137158621_137158704_+	GRIN1	Gene	0.125	false	SURFACEOME	Not Prioritized	,Brain,	NBL,
COL13A1_chr10_69898697_69898762_+	COL13A1	Gene	0.1875	false	MATRISOME	Tier2		EWS,
CDH15_chr16_89191655_89191894_+	CDH15	Gene	0.25	true	SURFACEOME	Tier2	Muscle,	OS,RHB,
